Sample #	Day	Month	Year	Place	ETRS-TM 35FIN		Cause of Death	Hunter's evaluation		Sex	Age	Sender	Notes	Tissue -80 deg	Extracted DNA -20 deg	Purified DNA	MtDNA	Results checked	Nuclear DNA					NGS/Vienna	SNP chip/Sweden
					N	E		Species	Code 1-5								Cytb		Tshd	Tg	Mgf	Sptbn1	Prck1		
1176	12	2	2016	Pohjois-Paippinen, Sipoo	6694636	404530	hunted	LE	5			Miika Moilanen		1	1		LE	1							
1177	7	11	2015	Ylivieska	7107398	379702	hunted	LT	1			Miika Moilanen		1											
1178	22	2	2016	Pohjois-Paippinen, Sipoo	6694636	404530	hunted	LE	5			Miika Moilanen		1	1		X	1							
1179	20	2	2016	Ylivieska	7107398	379702	hunted	LT	1			Miika Moilanen		1											
1180	7	11	2015	Ylivieska	7107398	379702	hunted	LT	1			Miika Moilanen		1											
1181	20	12	2015	Ylivieska	7107398	379702	hunted	LT	1			Miika Moilanen		1											
1182	28	2	2016	Ylivieska	7107398	379702	hunted	LT	1			Miika Moilanen		1											
1183	18	11	2015	Koutuansuo, Yli-Ii	7243701	462515	hunted	LT	1			Jukka Forsman	Paino suolistettuna 2,2 kg	1											
1184	29	11	2015	Koutuansuo, Yli-Ii	7243701	462515	hunted	LT	1			Jukka Forsman	Paino suolistettuna 2,35 kg	1											
1185	28	10	2015	Isterinjärvi	7252917	462003	hunted	LT	1			Jukka Forsman	Paino suolistettuna 2,4 kg	1											
1186	6	11	2016	Isterinjärvi	7252917	462003	hunted	LT	1			Jukka Forsman	Paino suolistettuna 2,2 kg, huono näyte	1											
1187	31	10	2015	Isterinjärvi	7252917	462003	hunted	LT	1			Jukka Forsman	Paino suolistettuna 2,5 kg	1											
1188	14	2	2016	Koutuansuo, Yli-Ii	7243701	462515	hunted	LT	1	F		Jukka Forsman	Paino 1,9 kg ilman suolia	1											
1189	25	10	2015	Isterinjärvi	7252917	462003	hunted	LT	1			Jukka Forsman	Paino suolistettuna 2,3 kg	1											
1190	20	2	2016	Taivalkoski, Lanakumpu	7278751	572310	hunted	LT	1	M		Jukka Forsman	Paino suolistettuna 2,4 kg	1											
1191	16	1	2016	Jännesuo	7193974	552540	hunted	LT	1			Jukka Forsman	Paino suolistettuna 2,3 kg, huono näyte	1											
1192	21	2	2016	Isterinjärvi	7252917	462003	hunted	LT	1	M		Jukka Forsman	Paino suolistettuna 2,2 kg	1											
1193	29	9	2015	Rautalampi	6943389	491556	hit by car	LT	1			Vilho Hänninen	Raato maantieltä	1											
1194	24	1	2016	Rautalampi, Kuorenkoskentie	6943389	491556	hunted	LT	1			Vilho Hänninen	Huono näyte	1											
1195	7	12	2016	Rautalampi	6943389	491556	hunted	LT	1			Vilho Hänninen		1											
1196	18	12	2015	Pieksämäki, Vanaja	6918671	487300	hunted	LE	5			Vilho Hänninen	Huono näyte	1											
1197	12	9	2015	Rautalampi, Hanhiniemi	6938858	489305	hunted	LT	1			Vilho Hänninen		1											
1198	24	1	2016	Kontuansuo, Yli-Ii	7243701	462515	hunted	LT	1			Jukka Forsman	Paino suolistettuna 2,3 kg, huono näyte (kuivahtanut)	1											
1199	6	11	2015	Isterinjärvi	7252917	462003	hunted	LT	1			Jukka Forsman	Paino suolistettuna 2,4 kg	1											
1200	10	10	2015	Ähtäri, Soukanjärvi	6924292	349542	hunted	LT	2			Jukka Forsman	Paino suolistettuna 2,5 kg, eläimellä ruumiiseen nähden pieni pää ja pitkät korvat	1											
1201	27	2	2016	Ähtäri, Silmäsuo, Savilampi	6927202	349546	hunted	LT	1	F		Jukka Forsman	Paino suolistettuna 2,0 kg	1											
MJ1	24	1	2013	Joensuu, Linnunlahti	6944551	640041	found dead	LT	1			Miina Auttila	eaten, only leg	1	1		LT		MJ	MJ	MJ	MJ	MJ		
R1	13	12	2012	Joensuu, Noljakka	6947001	637687	hunted	LE	5			Jaakko Pohjoismäki		1	1		LE		R	R	R	R	R		
